CapableOf
employee	air_complaint
fan	complete_puzzle
cars	driven
judge	fine_citizen
working_hard	makes_thirsty
programmer	fix_bug
airplanes	slow_down
price	rising_quickly
hunter	corner_prey
teenager	pain_parents
rabid_dog	spread_disease
farmer	dig_ditch
reading	further_knowledge
people	experience_happiness
machines	produce_products
miser	save_money
controlers	control_controled
anyone	doubt_dogma
astronomer	watch_sky
inferior	step_aside
tree	shade_cow
two_events	happen_simultaneously
large_trucks	traverse_superhighway
artists	record_music
judge	settle_suit
waitress	bus_table
crash	hurt_people
computer	experience_mathematics
inspector	notice_changes
plant	flower_petals
lovers	share_secrets
docks	shore_boats
braces	support_leg
death	happen_quickly
person	plan_party
feet	walk
heart_attack	finish_off
computer	act_abnormally
tourists	visit_landmarks
pooh_bear	wonder_why
player	head_ball
banker	consider_loan
shepherd	bell_sheep
babysitters	mind_babies
fbi_agent	bug_office
ballerina	practice_pirouettes
couple	tie_knot
car	roll_over
shoe_shiner	shine_shoe
shield	protect
eavesdropper	bug_telephone
post_office	ship_express
solid_substances	break
machines	perform_work
discriminating	hear_difference
top_bowler	nail_shot
we	prove_strong
people	wave_hello
drugs	damage
humans	eat_animals
taciturn_person	keep_quiet
farmer	farm_sheep
flirt	flirt
cook	cut_cheese
buddha	show_dharma
person	position_book
child	become_adult
shouting	scares_animals
party	happening_now
lawyer	fine_company
drugs	influence_perception
fire	harm
carbon	cake_hard
grocer	bag_produce
heavy_lorry	slow_traffic
mop	clean_floor
hands	cup_face
politicians	fool_masses
serviceman	fix_problem
teacher	flunk_students
cook	double_recipe
messengers	bring_tidings
pilot	land_aircraft
family	farm_potatoes
salesman	travel_often
bus_driver	bus_people
governments	control_information
children	gathering_strawberries
army	battle_enemy
purchaser	sign_contract
chef	bread_cutlets
singer	sing_loud
waiters	serve_humans
train	arrive_early
child	name_puppy
chairman	force_issue
child	gather_flowers
police	force_law
authors	write_books
and_judge	overrrule_lawyer
rope	trip_person
shopping_bags	carry_groceries
boats	travel_oceans
bat	strike_ball
socialist	party_member
student	sharpen_pencil
person	drink_liquid
person	taste
teacher	head_class
water	dribble
people	deceive
anyone	ring_mother
people	man_machines
all_reptiles	breathe
dancer	cut_rug
person	cup_hand
people	jump
compass	point_north
sick_person	need_nursing
thermometer	tell_temperature
fisherman	land_salmon
gardener	water_flowers
gunsmith	blue_gun
anyone	joy_life
person	laugh
setlers	circle_wagons
soldier	storm_hill
newspaper	air_rumours
person	say_words
plane	true_board
cycling	require_balance
astronaut	visit_space
company	commit_crime
anyone	own_television
butterfly	cause_wind
earthquake	shake_building
pebbles	break_windows
spring	arrive_anytime
fine_print	throw_curve
thief	case_house
people	eat_squash
person	stand_upright
heat	kill_bacteria
wrecking_ball	destroy_building
virus	infect
anger	produce_discontent
hookers	speak_spanish
tree	shade_traveller
flowers	plant_themselves
passengers	board_vehicle
bull	charging_prey
televisions	show_nightingales
idiot	bug
even_geek	lose_virginity
horses	canter
jerk	bagging_babe
maid	cleaning_windows
make_fist	threatening_gesture
track	circle
oarsman	stay_course
winamp	streaming_mp3s
humans	plan
electricity	kill_person
homeowner	paint_house
rats	carry_diseases
person	read_bible
lookouts	watch_perimeter
cyc	prove_theorems
police	force_entry
construction_worker	position_cone
doctor	examine
car	kill_person
hamster	burrow
people	farm_food
captain	shore_ship
annoying_people	bug_everyone
travel_agents	book_flight
children	play_games
borders	divide_countries
toilet	smell_bad
lawyers	sign_documents
torch	light_cave
with_luck	place_second
person	wash_clothers
person	age_gracefully
anyone	read_book
fan	cool_cpu
person	leave_room
human	master_animal
mum	iron_shirt
with_money	buy_hamburger
tape_player	record_sound
western_films	feature_ranches
music	irritate
situation	anger_human
college_students	study_english
lyrics	poems
coat	handmedown
student	take_exam
stimulation	cause_erection
bell	ring_time
fiction_writer	write_stories
ice	cool_fish
bell	ring
home_owner	water_yard
trees	shade_grass
accountant	book_returns
bride_will	wear_veil
criminals	take_money
governments	arm_rebels
internet	market
firefighters	control_wildfires
calligrapher	letter_invitation
clouds	cover_sun
we	continue_tomorrow
log	bridge_ravine
person	measure_size
umbrella	shade_bathers
spice	season_dish
dentist	fix_teeth
food	become_moldy
baseball_player	field_baseball
slow_websites	try_patience
teacher	guide_student
anybody	act_fool
lover	mail_postcard
ali	pull_cart
genius	smoke_joint
farmer	grow_corn
christian	justify_sin
audience	thank_performer
humans	sad
person	feel_bitterness
brewers	bottle_beer
king	govern_kingdom
thieves	case_bank
home	sanctuary
people	choose_fruit
federal_express	ship_package
romance	blossom_anywhere
author	complete_book
storable_foods	require_rehydration
life_ring	save_lives
hen	guard_chicks
captain	captain_boat
lumberjack	saw_tree
delivery_service	ship_package
fed_ex	ship_worldwide
stairs	creak
political_party	back_candidate
john	sail_boat
sailors	tie_knots
sky	cloud_over
adults	smoke_cigarettes
brakes	slow_car
people	pass_buck
christians	receive_communion
cynics	doubt
library_lender	return_book
human	lower_curtains
pipe	smoke_tabbaco
army	storm_city
cop	tail_suspect
horses	eat_oats
male	father_child
oven	warm_pie
people	blink
people	go_without
person	fight_addiction
vintner	make_wine
librarian	answer_question
people	page_people
rider	bicycle_uphill
iphone	display_time
chocolate	coat_nut
hunter	circle_around
injury	cause_bleeding
try	equal_best
humans	keep_pets
shop	stock_products
parent	judge_child
farms	produce_crops
knife	cut_tomatoe
childe	dance_dance
person	lose_keys
two_people	make_love
cook	stock_supplies
hosts	welcome_guests
dad	cook_well
relative	visit_relative
hand	reach_ass
movers	box_dishes
water	becoming_colder
maid	iron_clothes
battery	power_flashlight
people	trade_favours
recipe	list_ingredients
profits	equal_expenses
appraiser	value_house
people	make_babies
sun	dry_clothes
emotions	cause_overeating
scientist	note_difference
greedy_monopolist	charge_exhorbitantly
travellers	come_home
guess	let_flat
possiveness	crowd_relationships
store	supply_groceries
person	cook_dinner
detective	catch_suspect
cats	enjoy_hunting
judge	holding_gavel
clown	act_foolish
dogs	kiss_people
ballet_dancer	perfect_posture
envoys	present_gifts
poets	write_sonnets
audiences	dig_band
traveller	near_destination
kangaroos	jumping_animals
person	object_disagree
cook	add_ingrediants
driver	bus_passengers
host	welcome_guests
forger	doctor_passport
aunt	play_flute
glassblower	blow_glass
key	free_prisoner
minesweeper	clear_minefield
smart_person	value_freedom
words	ring_true
fred	place_kick
cells	slow_metabolism
gun	arm_man
singers	sound_beautiful
jack	borrow_money
tall_person	reach_height
studying	further_knowledge
bright_light	cause_headaches
guard	man_station
different_opinions	separate_group
joy	enter_room
we	trust_instincts
people	chair_meetings
president	arm_army
accidents	happen_easily
police_officer	offer_directions
atomic_bomb	end_war
farmer	pick_vegetables
chinese_restaurants	advertise
old_things	fall_apart
reader	close_book
fit_people	touch_toes
something_you	build_reputation
johnny	visit_grandmother
humans	care_deeply
door	paird
one	gain_knowledge
light	polarised
lawnmowers	cut_grass
magicians	fool_audience
martyr	shoulder_burden
clerk	price_products
preist	marry_couples
leader	lead_people
people	spread_jam
elephants	remember_everything
child	group_crayons
match	touch_skin
engineer	machine_metal
gardener	turn_garden
childe	butter_bread
ice_cream	taste_sweet
patient	battle_disease
annie	buy_bracelet
dessert	follow_dinner
car	pass_bus
th_eballons	fly
one	play_volleyball
children	smell_smoke
lions	kill
captain	stay_course
love	cost_emotion
hunter	cover_trap
eye	sense_light
hunters	spot_targets
normal_person	close_door
people	wear_suits
secret	bug
wagonmaster	circle_wagons
cannon	fire_cannonball
snake	sun_itself
telephone	ring
professor	field_question
houses	blow_down
juries	doubt_testimony
tree	drop_leaves
person	suffer_pain
seamstress	pressing_shirt
sunlight	grow_plants
person	touch_wood
cars	turn_left
people	cross_river
activists	starting_ruckus
reader	continue_reading
students	study_math
policeman	arrest_criminals
farmer	shoe_horse
humans	bend
down_comforters	make_sneeze
tankers	ship_oil
person	control_temper
dog	sense_fear
nurse	visit_patient
padlock_lock	attach_to
salesman	push_products
children	wish
machine	sort_letters
child	shout_yippee
drunk_people	speak_loudly
government	stop_freedom
horses	wear_horseshoes
person	do_monogram
actor	face_audience
bucket	hold_liquid
surprising_event	raise_eyebrows
fear	motivate
brewer	bottle_beer
teacher	demonstrate
kid	ring_doorbell
lyrics	rhyme
skin	feel_texture
worker	succeed_boss
sprinklers	water_lawns
parrots	outlive_owners
female	bear_young
impersonator	perfect_dialect
bridges	cross_rivers
animals	carry_infections
fire	heat_rock
sound	hit_ear
politician	duck_issues
puppeteer	control_marionette
cooks	separate_eggs
client	buy_time
dogs	smell_fear
cook	ready_chicken
person	wet_bed
containers	hold_drink
gymnasts	gymnastics
leaf	photosynthesizing
person	pushing_cart
event	surprise
grasshopper	jump_high
people	voice_oppinions
good_student	better_life
fighter	duck_punch
ducks	cooked
mechanic	condition_engine
cook	measure_water
boss	fire_subordinate
engineers	build_bridges
clouds	cloud_vision
person	drink_espresso
water	washing_car
manny	receive_oral
trees	shade_sun
water	freeze
screwdriver	weapon
free_person	voice_discontent
cook	butter_toast
trucks	ship_goods
dealer	deal_hand
hunter	circle_prey
person	guess_answer
magic_markers	letter_posters
warehouses	stock_merchandise
magicians	perfect_tricks
farmer	grow_plants
factories	produce_parts
people	pain
drunk	raise_hell
screenwriter	present_treatment
descartes	reason_exists
emt	resuscitate
group	include_individuals
vexatious_litigant	seek_attention
satalite	near_planet
operators	man_phones
leaders	chair_meeting
soldiers	storm_buildings
boss	spend_money
customer	order_cheeseburger
campfire	start_bushfire
personnel_officers	hire
pioneers	circle_wagons
tdepression	winter_years
chef	thin_sauce
procrastination	increase_pressure
silk	feel_soft
amish	raise_barn
captain	captain_ship
carwash	wash_car
humans	experience_life
computers	crash
war	bring_chaos
blind_people	see_nothing
people	eat_hamburgers
pilot	flying_plane
drink	alcoholic_liquor
coach	time_runner
grill	warm_toast
guide	teach_follower
hunter	tail_fox
shopper	charge_purchases
from_ground	spring_water
hammers	hurt_people
radio	play_music
tapeworm	thin_socialite
children	laugh
fit_woman	touch_toes
employer	pay_worker
trees	shade_lawn
people	go_hiking
computers	return_result
child	pick_nose
audience	watch_ballet
killer	kill
brassiere	cup_breasts
stones	roll_downhill
anyone	order_pizza
steam	turn_turbine
tailor	make_dress
christian	forgiven
computer	crash
humans	reason
computers	help_people
americans	pay_taxes
beautiful_sunset	blow_away
artist	sculpt
sentry	spot_enemy
fisherman	land_halibut
who	wait_forever
child	mail_letter
computers	stream_video
horses	carry_riders
people	group_objects
four_directions	quarter_compass
general	lead_troops
in_winter	snow
people	smoke_marijuana
spider	spin_web
club	hit_criminal
war	fear_people
baby	need_milk
investments	increase_wealth
typewriters	letter_note
person	water_plants
programmer	write_software
good_captain	right_boat
salior	weather_storm
people	travel_abroad
problems	cause_headache
wind	blowing_hard
water	drank
teacher	circle_mistake
ink	colour
electricity	stop_heart
homeowner	cut_grass
train	arrive_late
dna	replicate
runner	trip_over
statement	becoming_true
nose	smell_flowers
bike	crash
feet	stink
child	wear_dress
hunters	gather_food
eyes	sense_light
terrorists	explode_bombs
cat	get_wet
player	cut_mustard
vacation	require_planning
managers	price_goods
anyone	remember_word
people	turn_page
aarmadillos	get_leprosy
rain_storm	water_lawn
person	speak_language
who	bell_cat
baseball_player	pitch
entance	doorway
life	spring_forth
doctor	note_symptom
bank	require_signature
hairdresser	charge_fee
parent	fail_child
dogs	howl
police_officers	make_arrests
sailor	ship_out
hosts	welcome_guest
box	hold_secret
person	smoke_cigar
baseball_player	field_ball
older_children	dress_themselves
sensitive_person	take_umbrage
trainer	train_students
hurricane	destroy_building
movie	end_happily
citizen	air_grievances
army	arm_man
