nun	priest
endless	finite
coinable	uncoinable
unactivatable	activatable
provide	withhold
kid	adult
flea	stay
jokeful	jokeless
arrogation	abandonment
exonym	autonym
dodgeable	unavoidable
reply	inquiry
value	worthlessness
ideal	scenario
repel	attract
unlined	dashed
freshwater	seawater
winter	summer
upperpart	underpart
anabasis	katabasis
disability	ability
condense	extend
choose	predetermination
communicability	incommunicability
effort	lazy
landside	airside
shock	expected
conducive	inconducive
accurateness	inaccurateness
incoherent	coherent
moderacy	immoderacy
subluminary	superluminary
toe	finger
sand	surf
hyperallometric	hypoallometric
actual	fake
micronutrient	macronutrient
ruck	scrummage
great	horrible
immune	vulnerable
wait	proceed
dream	nightmare
atheophobe	religiophobe
sufferable	insufferable
possess	have
unhyphenate	hyphenate
cytophilic	cytophobic
subjective	objective
pattern	antipattern
wantful	wantless
decisive	indecisive
ride	walk
afterwards	beforehand
ingenuous	disingenuous
airable	unairable
merit	demerit
underrated	overrated
descriptive	prescriptive
pedophilic	teleiophilic
infra	supra
reply	forward
limited	endless
lifo	fifo
scream	silent
unsightly	beautiful
abstraction	concretization
indistinct	distinct
christian	agnostic
legato	portato
gray	colorful
goods	capital
coion	counterion
social	antisocial
hard	agreeable
heterocladic	homocladic
viscous	inviscid
eury	lepto
worthless	valuable
heterodiegetic	homodiegetic
endo	exo
semelfactive	continuative
breast	thigh
mimetic	nonmimetic
temperance	intemperance
infallible	imperfect
orange	nonorange
filial	maternal
conscientious	capricious
austerity	comfort
uncontroversial	controversial
shirted	shirtless
downdate	update
absoluteness	conditionality
amphichiral	chiral
heads	tails
humane	inhuman
catastrophic	anastrophic
roman	italic
middle	left
tautology	contradiction
inevitability	contingency
mortify	dignify
antiprevention	proprevention
occasion	everyday
malefactor	benefactor
unfannish	fannish
minority	adulthood
concinnity	inconcinnity
honor	dishonor
intersex	dyadic
poikilotherm	homoeotherm
javaee	javase
reality	fantasy
scramble	sortie
nightbreak	daybreak
kill	give
inedible	edible
abaxonal	adaxonal
chatterbox	person
auxotonic	isotonic
child	father
friendly	unfriendly
auxotelic	anauxotelic
deciduous	evergreen
hear	def
implosion	explosion
mineralize	demineralize
monocellular	multicellular
sickness	healthiness
sugar	salt
definability	indefinability
coldness	heat
obstreperosity	obedience
enough	sufficient
diluted	concentrated
honesty	lying
policeman	criminal
spindown	spinup
rule	serve
biotic	abiotic
bird	animal
deforestation	reforestation
unfulfillment	execution
strict	permissive
contract	grow
unworryingly	worryingly
protestantize	unprotestantize
inclement	clement
reach	pull
receive	give
experience	naivety
conditional	absolute
polyandry	monogamy
wantable	unwantable
circle	triangle
child	adult
let	prohibit
extrinsic	intrinsic
swallow	spit
wind	still
unchewability	chewability
uninteresting	interesting
dioecious	monoecious
chillax	riled
already	yet
hypokalemic	hyperkalemic
limited	unlimited
anger	calm
meatless	meatful
nope	yup
newie	oldie
felsic	mafic
indefeasible	defeasible
reactive	proactive
genesis	lysis
strong	fragile
indivisibility	uncombinability
shrink	enlarge
overcapitalize	undercapitalize
break	putting
validate	invalidate
hypoproteic	hyperproteic
sorrow	happy
deterministic	nondeterministic
run	rise
sororal	fraternal
deconvolve	convolve
undesirableness	desirability
immunocompetent	immunodeficient
conservation	expenditure
testability	untestability
heap	flatten
comparison	son
relaxation	doing
poison	nutrient
polyestrous	monestrous
calced	barefoot
apotemnophilia	apotemnophobia
clear	vague
hypothetical	categorical
native	alien
depository	nondepository
against	someone
hereinabove	hereinunder
descendant	ancestor
preserve	use
unessential	essential
displeasure	approbation
responsive	unresponsive
wound	healing
gentleman	lady
distaff	male
hyperfertile	hypofertile
split	together
fatalism	freedom
jbod	raid
children	parents
fort	fortification
luxury	necessity
polyseme	monoseme
fuckable	unfuckable
day	week
mega	micro
or	both
dream	reality
bathochromic	hypsochromic
uncuttable	cuttable
mergeable	divisible
mistress	master
conservation	excessive
testee	tester
exceed	fail
love	war
stalactite	stalagmite
autonym	xenonym
doogheno	dab
thalian	antithalian
blackwash	whitewash
overspun	underspun
hardhearted	softhearted
ectad	entad
unimaginatively	imaginatively
despise	adore
immunonegative	immunopositive
numberable	innumberable
homotelomeric	heterotelomeric
inextant	existent
endemic	systemic
rationalism	irrationalism
perfect	flaws
mother	father
sleep	up
resilient	brittle
microseme	megaseme
spaceman	spacewoman
sensitive	nonsensitive
duplicatable	unduplicatable
agree	decline
anticonstitutionalist	constitutionalist
subclass	superclass
brobdingnagian	lilliputian
nonvolatile	volatile
unfeeling	sympathetic
resolvableness	irresolvableness
doe	buck
cut	together
business	personal
satisfying	dissatisfying
farmer	slicker
dirty	clean
dissensual	consensual
giant	dwarf
prone	supine
figurative	literal
poikilohydric	homoiohydric
awake	asleep
commensurability	incommensurability
condense	magnify
inconceivableness	conceivableness
unkingly	kingly
table	chairs
narrow	wide
unbuckle	buckle
cytophobic	cytophilic
pumpkinification	apotheosis
helpfully	unhelpfully
betrayal	loyalty
space	outer
centralise	decentralise
join	apart
deruralisation	ruralisation
enate	agnate
neglect	consider
distrail	contrail
sub	over
unsellable	salable
lvalue	rvalue
demotion	promotion
slavophile	slavophobe
traceable	untraceable
paint	brush
late	punctual
write	load
light	dark
exaggeration	trivialization
malignancy	benignancy
rent	buying
none	having
philandrist	philogynist
rain	sunny
hypotaxis	parataxis
oldfag	newbie
servant	boss
stranger	known
underread	overread
care	antipathy
table	chair
nonmodern	modern
nucleophilic	electrophilic
euonym	caconym
raise	lower
organization	disorganize
talk	mouthed
easternize	westernize
inside	outside
prelapsarian	postlapsarian
severe	lenient
listen	disobey
lessor	lessee
masculation	emasculation
art	junk
side	top
specifically	generally
balance	nonequilibrium
free	costs
lateral	medial
reforestation	deforestation
hyperphalangy	hypophalangy
uninspirable	inspirable
deteriorate	ameliorate
authenticity	phoniness
heterophyly	homophyly
xenophilia	xenophobia
isotropic	anisotropic
impel	expel
manifold	onefold
clear	opaque
murder	birth
remote	attached
extinguishable	inextinguishable
exacerbation	amelioration
offglide	onglide
come	leave
mist	haze
hindthought	forethought
fave	unfave
gather	disburse
attractive	unattractive
real	fantasy
consonance	dissonance
pseudoconcave	pseudoconvex
europhoria	europessimism
never	will
large	little
convexification	concavification
risc	cisc
atoroidal	toroidal
selling	buying
impoverisher	enricher
consciously	subconsciously
eurytopic	stenotopic
harmlessness	harmfulness
narrowness	broadness
nomad	villager
mediocre	outstanding
ruff	smooth
employ	lay
backload	frontload
reduce	grow
shrink	grow
freedom	jail
call	text
human	animal
arrangement	disarray
gush	trickle
multi	pauci
antinationalism	nationalism
paper	cardboard
digestible	indigestible
tautomorphemic	heteromorphemic
immortality	die
proper	impolite
contingent	certain
unpleasantness	pleasantness
brute	coward
native	introduced
hell	heaven
rock	paper
overapproximation	underapproximation
demurrage	despatch
fraud	genuine
genuine	fake
understeer	oversteer
defectible	indefectible
confirm	contradict
verse	chorus
pleasure	displeasure
sincere	insincere
adulteration	purification
domitable	indomitable
faultless	fallible
he	girl
rinded	rindless
begin	stop
multicast	unicast
smash	put
violence	peace
hypnopompic	hypnagogic
synclastic	anticlastic
job	unemployed
simple	complex
rebellious	docile
motion	still
side	front
honour	dishonour
derogate	praise
corporeal	insubstantial
accelerate	decelerate
benign	malignant
wash	rinse
goodie	baddie
deasil	anticlockwise
overdocumented	underdocumented
seed	grown
nonadsorbent	adsorbent
eury	steno
city	wilderness
miss	unmarried
purpose	aimless
inflammable	fireproof
antichange	prochange
original	reproduction
untangle	tangle
kooky	normal
immortality	death
sharp	inaccurate
subsequency	precedence
sinnable	unsinnable
wig	hair
advance	going
middle	large
undertone	accent
appropriately	inappropriately
normality	abnormality
mistake	correction
cacoepy	orthoepy
heterosexuality	homosexuality
permit	forbid
oven	fridge
sweet	nonsweet
petulant	easygoing
farewell	hello
coast	midwest
conclusion	beginning
unchewably	chewably
apomorphy	plesiomorphy
rise	fall
monodomy	polydomy
mononymous	polynymous
class	low
failing	winning
few	lots
neither	also
supply	demand
unusual	usual
fair	dark
finale	premiere
unalterable	alterable
glutamination	deglutamination
grateful	ungrateful
finity	infinity
slightly	quite
birthless	deathless
infantophobe	infantophile
cogitable	inconceivable
mindful	mindless
septentrional	meridional
present	ago
underpower	overpower
unpeaceful	peaceful
jitterbug	ballet
hyperinsulinaemic	hypoinsulinaemic
bring	take
understanding	misunderstanding
rhopography	megalography
break	build
highbrow	lowbrow
spankee	unspanked
jingoistic	dovish
don't's	do's
nonpoisonous	poisonous
advance	basic
distinguish	common
happy	blue
baby	person
blabbermouthed	discreet
quality	poor
atto	exa
respect	contempt
eligible	ineligible
unhospitableness	hospitableness
if	else
grow	smaller
decidability	undecidability
feet	head
listener	speaker
bland	spicy
once	lot
lump	smooth
fasiq	mu'min
microsociology	macrosociology
word	paragraph
snappable	unsnappable
ease	difficulty
battle	peace
intradiegetic	doylist
bass	soprano
outerness	innerness
outpatient	inpatient
sack	hire
petalled	apetalous
matrilocal	patrilocal
misanthropical	philanthropic
unreliable	reliable
audience	actors
quiet	loud
career	short
multitasking	unitasking
unargued	argued
enable	disable
demerit	merit
honour	cowardice
giver	taker
liquid	solid
harassive	supportive
respect	abhor
enrich	impoverish
prenuptial	postnuptial
undraw	draw
basement	upstairs
redundancy	employment
postprocess	preprocess
nlr	blr
gayful	gayless
edge	interior
bury	unearth
leaders	wheelers
monomeric	multimeric
procrustean	ergonomic
science	math
fashion	out
write	read
unavailingly	availingly
tactless	tactful
empower	disempower
stable	unstable
deteriorative	ameliorative
obligate	facultative
opposition	apposition
uncloak	cloak
particular	general
euphonious	cacophonous
aequihymeniiferous	inaequihymeniiferous
duchess	duke
unsteady	steady
scorpius	taurus
land	air
monopsonist	monopolist
constructor	destructor
gradable	ungradable
glad	downcast
monosyllabic	polysyllabic
camp	school
land	off
interchromosomally	intrachromosomally
iconic	batonic
baddie	goodie
honest	deceitful
upright	horizontal
deflagrate	detonate
inconveniently	conveniently
costume	normal
wax	melted
pressingly	apathetically
sow	reap
underprediction	overprediction
inferior	superior
disease	well
part	all
lift	down
objectionable	unobjectionable
transient	recurrent
uninhibited	inhibited
polygyny	monogyny
privatization	nationalization
proper	incomplete
distal	mesial
express	local
polygyny	polyandry
internationalism	nationalism
corn	yellow
unknowable	knowable
anterorolandic	posterorolandic
multimeric	monomeric
work	play
sock	glove
blacklist	greylist
home	foreign
important	slight
fall	season
nation	state
polite	impolite
transatlantic	cisatlantic
introitive	extroitive
arise	lay
expended	unexpended
dozen	few
supervillain	superhero
manner	rude
appointive	elective
talk	sit
stretchable	nonstretchable
unusual	ordinary
minoritarian	majoritarian
corner	straight
hatedom	fandom
print	online
look	blind
disease	healthy
pathognomonic	assident
dialog	monolog
xand	xor
enmity	amity
defeat	wining
river	pond
unglazed	glazed
decrease	increase
air	fire
indispensable	dispensable
legible	unreadable
stably	unstably
religion	atheist
cloud	rain
aware	unaware
arise	down
derivational	inflectional
heat	condition
undam	dam
increase	cut
hypocenter	epicenter
exclusionary	inclusionary
listen	deaf
censitary	universal
fear	scared
calm	panic
intrachromosomal	interchromosomal
respawn	despawn
soft	harsh
